OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,SHAPE_Length,SHAPE_Area
384,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{F39A8F17-C434-4937-B32F-FB724613124B},408,GAAR,Lands - http://landsnet.nps.gov/tractsnet/documents/GAAR/Metadata/gaar_metadata.xml,Gates of the Arctic National Preserve,2019/03/21 00:00:00+00,AK,AK,1416040,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225693,Gates of the Arctic,1424110.57294991,25732643142.6138
385,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{0F19E544-16A8-4037-8866-AD3B06E24B01},409,GAAR,Lands - http://landsnet.nps.gov/tractsnet/documents/GAAR/Metadata/gaar_metadata.xml,Gates of the Arctic National Park,2019/03/21 00:00:00+00,AK,AK,1416040,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225693,Gates of the Arctic,3462283.50821806,212324575567.217
386,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{B09FE992-3147-400C-BE5C-53874736ED84},410,GLBA,Lands - http://landsnet.nps.gov/tractsnet/documents/GLBA/Metadata/glba_metadata.xml,Glacier Bay National Preserve,2022/03/24 00:00:00+00,AK,AK,1416041,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225695,Glacier Bay,162604.841861747,883612940.577399
387,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{13C01321-D916-4ED7-94B9-C759317E9FCA},411,GLBA,Lands - http://landsnet.nps.gov/tractsnet/documents/GLBA/Metadata/glba_metadata.xml,Glacier Bay National Park,2022/03/24 00:00:00+00,AK,AK,1416041,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225695,Glacier Bay,1398465.58896855,48488640182.2909
388,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{64A28CCB-08E5-4028-9603-F7EA0DC03CC8},412,KATM,Lands - http://landsnet.nps.gov/tractsnet/documents/KATM/Metadata/katm_metadata.xml,Katmai National Preserve,2022/03/24 00:00:00+00,AK,AK,1416045,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225697,Katmai,555297.367620769,6322639619.79523
389,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{2E08539C-180D-4F7E-9E26-CDCDEF416BC5},413,KATM,Lands - http://landsnet.nps.gov/tractsnet/documents/KATM/Metadata/katm_metadata.xml,Katmai National Park,2022/03/24 00:00:00+00,AK,AK,1416045,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225697,Katmai,2137438.58306259,54700887075.8445
390,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{E63F43E6-ECF1-47E2-840B-4ED3905F195E},414,KEFJ,Lands - http://landsnet.nps.gov/tractsnet/documents/KEFJ/Metadata/kefj_metadata.xml,Kenai Fjords National Park,2019/03/21 00:00:00+00,AK,AK,1419645,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225698,Kenai Fjords,2248617.96525166,10644791852.0136
391,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{252D41A6-D2F4-4944-97B1-D166E737EED9},415,KLGO,Lands - http://landsnet.nps.gov/tractsnet/documents/KLGO/Metadata/klgo_metadata.xml,Klondike Gold Rush National Historical Park,2019/03/21 00:00:00+00,AK,AK,1423115,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225699,Klondike Gold Rush,174215.827302867,204807453.21486
392,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{A13AE8EA-5560-4FB8-9C24-5841F6392AB0},416,KOVA,Lands - http://landsnet.nps.gov/tractsnet/documents/KOVA/Metadata/kova_metadata.xml,Kobuk Valley National Park,2019/03/21 00:00:00+00,AK,AK,1416046,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225700,Kobuk Valley,1349409.63183209,47596457123.2589
393,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{DAD52580-C38B-4CBF-8A98-2E505A56FEE6},417,LACL,Lands - http://landsnet.nps.gov/tractsnet/documents/LACL/Metadata/lacl_metadata.xml,Lake Clark National Preserve,2022/03/24 00:00:00+00,AK,AK,1416049,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225701,Lake Clark,1537894.83945266,23601541336.8977
394,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{28A9F905-3D6C-4222-BF1F-B8925BEBF316},418,LACL,Lands - http://landsnet.nps.gov/tractsnet/documents/LACL/Metadata/lacl_metadata.xml,Lake Clark National Park,2022/03/24 00:00:00+00,AK,AK,1416049,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225701,Lake Clark,1777173.55125925,43868618502.995
395,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{75C66E60-007D-4296-B3C4-1182C6E6440A},419,NOAT,Lands - http://landsnet.nps.gov/tractsnet/documents/NOAT/Metadata/noat_metadata.xml,Noatak National Preserve,2019/03/21 00:00:00+00,AK,AK,1413640,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225703,Noatak,4014144.27329889,188945902818.54
396,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{077B5528-3E74-4C82-B591-C3C164907B0E},420,SITK,Lands - http://landsnet.nps.gov/tractsnet/documents/SITK/Metadata/sitk_metadata.xml,Sitka National Historical Park,2019/03/21 00:00:00+00,AK,AK,1417085,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225705,Sitka,6970.87179613076,1585915.12517437
397,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{E891B5CE-EE18-42CF-948D-B14A77F42C26},421,WRST,Lands - http://landsnet.nps.gov/tractsnet/documents/WRST/Metadata/wrst_metadata.xml,Wrangell-St. Elias National Preserve,2022/03/24 00:00:00+00,AK,AK,1416055,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225708,Wrangell - St Elias,3693950.70443645,88466472678.4893
398,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{03672E18-C325-4140-A2A1-4FA1CEAF6695},422,WRST,Lands - http://landsnet.nps.gov/tractsnet/documents/WRST/Metadata/wrst_metadata.xml,Wrangell-St. Elias National Park,2022/03/24 00:00:00+00,AK,AK,1416055,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225708,Wrangell - St Elias,4604526.10587948,143491354312.367
399,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{CABE3729-6B45-4588-83EF-5A2AE8CCB185},423,YUCH,Lands - http://landsnet.nps.gov/tractsnet/documents/YUCH/Metadata/yuch_metadata.xml,Yukon-Charley Rivers National Preserve,2019/03/21 00:00:00+00,AK,AK,1416058,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225709,Yukon - Charley Rivers,1789010.55648641,57303516507.3324
400,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{82BC23A3-4024-408A-8C27-9F0825C52B79},424,MLKM,Lands - http://landsnet.nps.gov/tractsnet/documents/MLKM/Metadata/mlkm_metadata.xml,"Martin Luther King, Jr., Memorial",2011/11/04 00:00:00+00,DC,NC,2002666,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181664,Martin Luther King Jr,803.865275198166,18329.2132327835
401,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{8456FA84-5608-4D58-9766-2E52F4B67C57},425,FOMR,Lands - http://landsnet.nps.gov/tractsnet/documents/FOMR/Metadata/fomr_metadata.xml,Fort Monroe National Monument,2018/04/18 00:00:00+00,VA,NE,"2707739	",National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235460,Fort Monroe,20043.3222788051,2341655.05298365
402,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{01451AE4-1B86-4AC4-8365-45A03D63345A},426,PAGR,Lands - http://landsnet.nps.gov/tractsnet/documents/PAGR/Metadata/pagr_metadata.xml,Paterson Great Falls National Historical Park,2015/05/11 00:00:00+00,NJ,NE,2053533,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223250,Paterson Great Falls,5489.72652699487,364372.990914991
403,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{74F7166C-EE51-4C9F-84F4-09D7DA252E11},427,CECH,Lands - http://landsnet.nps.gov/tractsnet/documents/CECH/Metadata/cech_metadata.xml,César E. Chávez National Monument,2013/02/05 00:00:00+00,CA,PW,2754548,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208007,César E. Chávez,4541.23584717977,714654.778013458
404,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{4FBBB2F2-65AE-4D19-ACFE-2749E9E13A8B},428,HATU,Unofficial Boundary of Harriet Tubman Underground Railroad National Historical Park.,Harriet Tubman Underground Railroad National Historical Park,2023/01/24 14:05:28+00,MD,NE,2783291,National Historical Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Harriet Tubman Underground Railroad,8681.59024843592,3175701.36800757
405,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{C23C7035-C5B3-4C7D-BC2F-110927EA5487},429,FRST,Lands - http://landsnet.nps.gov/tractsnet/documents/FRST/Metadata/frst_metadata.xml,First State National Historical Park,2015/06/18 00:00:00+00,DE,NE,2756166,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223243,First State,22895.2794418722,7934331.29596685
406,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{71EB7C59-1EBC-4C87-AA43-CAF202A09EA2},430,CHYO,Lands - http://landsnet.nps.gov/tractsnet/documents/CHYO/Metadata/chyo_metadata.xml,Charles Young Buffalo Soldiers National Monument,2022/11/08 10:44:39+00,OH,MW,2736075,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196730,Charles Young Buffalo Soldiers,3365.59973022139,410425.219432583
407,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{35357A1B-142C-4E1A-B70B-4B8FD537CE1C},433,NEEN,Lands - https://landsnet.nps.gov/tractsnet/documents/NEEN/Metadata/NEEN_metadata.xml,New England National Scenic Trail,2023/09/14 09:53:21+00,CT,NE,,National Trails Syste,,https://irma.nps.gov/DataStore/Reference/Profile/2300939,New England,5947.02294304976,1440960.91095526
408,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{98679FE6-7B7E-4D5B-94E1-CBC5DA1BCAC1},434,NOCO,Lands - http://landsnet.nps.gov/tractsnet/documents/NOCO/Metadata/noco_metadata.xml,North Country National Scenic Trail,2021/03/04 00:00:00+00,MI,MW,1622686,National Trails Syste,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278886,North Country,14221.7434097122,2393637.35127784
409,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{8B954104-8B11-46E0-B8FD-6C9EABB09A07},435,VALL,Lands - http://landsnet.nps.gov/tractsnet/documents/VALL/Metadata/vall_metadata.xml,Valles Caldera National Preserve,2022/09/13 10:13:39+00,NM,IM,2035517,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230265,Valles Caldera,103819.613269938,550255820.723427
410,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{037AAA78-3E89-4F82-B8F3-50EC51A64987},438,HART,Unofficial Boundary of Harriet Tubman National Historical Park.,Harriet Tubman National Historical Park,2022/12/31 11:09:36+00,NY,NE,need,National Historical Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Harriet Tubman,2591.68686592854,259742.39077445
411,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{342DA340-F2EF-4DF6-827F-254FDAF9115A},439,BLRV,Lands - http://landsnet.nps.gov/tractsnet/documents/BLRV/Metadata/blrv_metadata.xml,Blackstone River Valley National Historical Park,2022/05/19 00:00:00+00,MA,NE,,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2293836,Blackstone River Valley,18953.8760950229,1104354.36038635
412,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{6A7346DF-0C01-4CAA-B9F3-1216C20B3BBC},440,HONO,Lands - http://landsnet.nps.gov/tractsnet/documents/HONO/Metadata/hono_metadata.xml,Honouliuli National Historic Site,2015/08/13 00:00:00+00,HI,PW,2767391,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224523,Honouliuli,7382.90954987412,727877.695439974
413,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{797BCF11-6D24-4A0C-9C55-7FE6A458A269},441,PULL,Lands - http://landsnet.nps.gov/tractsnet/documents/PULL/Metadata/pull_metadata.xml,Pullman National Historical Park,2016/09/12 00:00:00+00,IL,MW,2766905,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221824,Pullman,459.270871867271,2930.18298666145
414,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{1211D301-158E-41AB-8A7D-3F4C6CC00AD5},442,WWIM,Lands - http://landsnet.nps.gov/tractsnet/documents/WWIM/Metadata/wwim_metadata.xml,World War I Memorial,2016/09/13 00:00:00+00,DC,NC,531319,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235466,World War I,474.880633045153,13826.6635076263
415,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{D1983B7D-BDEC-4FDF-8B59-75A764CD2858},443,TUSK,Lands - http://landsnet.nps.gov/tractsnet/documents/TUSK/Metadata/tusk_metadata.xml,Tule Springs Fossil Beds National Monument,2020/08/31 00:00:00+00,NV,PW,2767392,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2256600,Tule Springs Fossil Beds,128937.945689109,142174819.429057
416,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{8588D334-4F31-460C-A63D-E7F258A6A57D},444,MAPR,Lands - http://landsnet.nps.gov/tractsnet/documents/MAPR/Metadata/mapr_metadata.xml,Manhattan Project National Historical Park,2016/03/16 00:00:00+00,NM,IM,2775864,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229065,Manhattan Project,14168.4462701912,776550.720798377
417,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{DD21B150-447B-4775-AA73-C52984FE5BF8},445,WACO,Lands - http://landsnet.nps.gov/tractsnet/documents/WACO/Metadata/waco_metadata.xml,Waco Mammoth National Monument,2016/02/12 00:00:00+00,TX,IM,2775865,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229068,Waco Mammoth,3457.94217336149,600048.444362384
418,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{F2B81CFA-7E73-4FDB-97D5-77069EC83C43},446,CAMO,Lands - http://landsnet.nps.gov/tractsnet/documents/CAMO/Metadata/camo_metadata.xml,Castle Mountains National Monument,2016/03/01 00:00:00+00,CA,PW,2775863,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229071,Castle Mountain,125638.154758215,127057532.808311
419,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{509A6982-DED7-4654-B538-8B6B9C23BA73},448,STON,Lands - http://landsnet.nps.gov/tractsnet/documents/STON/Metadata/ston_metadata.xml,Stonewall National Monument,2016/09/07 00:00:00+00,NY,NE,2781516,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235467,Stonewall,2341.33915367813,32233.2472628859
420,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{42FBBC11-11C6-4CB2-B2B2-55A83A5B89D9},449,KAWW,Lands - http://landsnet.nps.gov/tractsnet/documents/KAWW/Metadata/kaww_metadata.xml,Katahdin Woods and Waters National Monument,2018/01/23 00:00:00+00,ME,NE,2783292,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242149,Katahdin Woods And Waters,281146.150832058,749774984.918983
421,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{456A0D8B-B5AC-4553-B2AD-3CE46F9C75C3},450,BICR,Lands - http://landsnet.nps.gov/tractsnet/documents/BICR/Metadata/bicr_metadata.xml,Birmingham Civil Rights National Monument,2017/10/24 00:00:00+00,AL,SE,2783289,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249526,Birmingham Civil Rights,287.162143555554,5140.5762667943
422,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{A4F4D3E6-2F45-4AD7-B1DF-AD562AE405E9},452,FRRI,Lands - http://landsnet.nps.gov/tractsnet/documents/FRRI/Metadata/frri_metadata.xml,Freedom Riders National Monument,2020/09/23 00:00:00+00,AL,SE,2783290,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249525,Freedom Riders,1466.70082152724,46781.1710035092
423,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{EEF4263D-F288-4183-B9A2-E2EEC89D6DCE},453,REER,Lands - http://landsnet.nps.gov/tractsnet/documents/REER/Metadata/reer_metadata.xml,Reconstruction Era National Historical Park,2020/05/14 00:00:00+00,SC,SE,2783288,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249524,Reconstruction Era,4590.45413974345,122108.289563732
424,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{B4C49B33-9565-4E2B-ADB3-701342B9499C},454,STGE,Lands - http://landsnet.nps.gov/tractsnet/documents/STGE/Metadata/stge_metadata.xml,Ste. Genevieve National Historical Park,2023/03/13 14:36:50+00,MO,MW,need,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2283806,Ste. Geneviève,2667.17851947594,107696.641058032
425,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{B3B93045-C406-4FEE-88E5-F559E71305FC},455,CANE,Lands - http://landsnet.nps.gov/tractsnet/documents/CANE/Metadata/cane_metadata.xml,Camp Nelson National Monument,2020/09/23 00:00:00+00,KY,SE,2795910,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2259620,Camp Nelson,10590.353875305,3007931.95110647
426,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{B0F7A4E0-37C7-43E2-AE65-B4BC30D041EF},456,TULE,Lands - http://landsnet.nps.gov/tractsnet/documents/TULE/Metadata/tule_metadata.xml,Tule Lake National Monument,2019/08/29 00:00:00+00,CA,PW,2790524,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2266793 ,Tule Lake,2682.8693855115,273265.483402725
427,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{371A8EA1-215A-422A-838C-6A88A828DCAE},457,MEMY,Lands - http://landsnet.nps.gov/tractsnet/documents/MEMY/Metadata/memy_metadata.xml,Medgar and Myrlie Evers Home National Monument,2020/09/21 00:00:00+00,MS,SE,2808903,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278882,Medgar and Myrlie Evers Home,359.945260791498,4219.38673403069
428,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{2AC12367-FB3D-4DBD-988E-63C7E43161A7},458,MISP,Lands - http://landsnet.nps.gov/tractsnet/documents/MISP/Metadata/misp_metadata.xml,Mill Springs Battlefield National Monument,2020/09/23 00:00:00+00,KY,SE,498296,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278885,Mill Springs Battlefield,27036.7212000119,9359463.19489736
429,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{9B34540B-55DE-4609-91CC-A230B6F90DA6},459,DDEM,Lands - http://landsnet.nps.gov/tractsnet/documents/DDEM/Metadata/ddem_metadata.xml,Dwight D. Eisenhower Memorial,2020/09/29 00:00:00+00,DC,NC,need GNIS ID,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278887,Dwight D. Eisenhower,666.070430144319,22355.5771163968
430,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{45FBE7E2-4AB5-4CF2-B7CD-42F925A16007},462,AMCH,Unofficial Boundary of Amache National Historic Site.,Amache National Historic Site,2022/12/09 09:06:46+00,CO,IM,,National Historic Site,,Preliminary data. Contact the Land Resources Program for additional information.,,8182.71066473155,3087971.04785264
431,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{2D87CEF8-1481-4860-BE60-0D1F7E06A6AE},463,BLSC,Unofficial Boundary of Blackwell School National Historic Site.,Blackwell School National Historic Site,2022/12/09 09:43:22+00,TX,IM,,National Historic Site,,Preliminary data. Contact the Land Resources Program for additional information.,,279.154220913488,4220.50197857068
432,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{5CA3C712-C3BA-42E4-8305-F6849936040E},464,NEPH,Unofficial Boundary of New Philadelphia National Historic Site.,New Philadelphia National Historic Site,2023/05/26 15:03:25+00,IL,MW,,National Historic Site,,Preliminary data. Contact the Land Resources Program for additional information.,,4454.41928315999,860332.466705105
433,2023/04/07 08:05:28+00,NPS_WASO_LANDS,2023/04/07 08:05:28+00,NPS_WASO_LANDS,{EDB0E5C0-0295-42C9-8534-D7D43C1540ED},392,NOCA,Lands - http://landsnet.nps.gov/tractsnet/documents/NOCA/Metadata/noca_metadata.xml,North Cascades National Park,2016/09/26 00:00:00+00,WA,PW,1528421,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235464,North Cascades,535900.276950234,4656124607.06111
